id,age,job,visLiteracy,education,colorblind,measure,value,questionId,task
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,9.174,PCQ2,Find Extremum
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,9.174,PCQ2,Find Extremum
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,9.174,PCQ2,Find Extremum
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,9.174,PCQ2,Find Extremum
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,9.174,PCQ2,Find Extremum
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,9.174,PCQ2,Find Extremum
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,9.174,PCQ2,Find Extremum
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,9.174,PCQ2,Find Extremum
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,9.174,PCQ2,Find Extremum
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,9.174,PCQ2,Find Extremum
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,9.174,PCQ2,Find Extremum
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,9.174,PCQ2,Find Extremum
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,9.174,PCQ2,Find Extremum
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,9.174,PCQ2,Find Extremum
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,9.174,PCQ2,Find Extremum
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,9.174,PCQ2,Find Extremum
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,9.174,PCQ2,Find Extremum
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,9.174,PCQ2,Find Extremum
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,9.174,PCQ2,Find Extremum
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,9.174,PCQ2,Find Extremum
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,9.174,PCQ2,Find Extremum
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,9.174,PCQ2,Find Extremum
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,23.062,CCQ2,retrieve Value
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,23.062,CCQ2,retrieve Value
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,23.062,CCQ2,retrieve Value
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,23.062,CCQ2,retrieve Value
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,23.062,CCQ2,retrieve Value
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,23.062,CCQ2,retrieve Value
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,23.062,CCQ2,retrieve Value
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,23.062,CCQ2,retrieve Value
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,23.062,CCQ2,retrieve Value
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,23.062,CCQ2,retrieve Value
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,23.062,CCQ2,retrieve Value
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,23.062,CCQ2,retrieve Value
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,23.062,CCQ2,retrieve Value
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,23.062,CCQ2,retrieve Value
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,23.062,CCQ2,retrieve Value
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,23.062,CCQ2,retrieve Value
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,23.062,CCQ2,retrieve Value
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,23.062,CCQ2,retrieve Value
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,23.062,CCQ2,retrieve Value
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,23.062,CCQ2,retrieve Value
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,23.062,CCQ2,retrieve Value
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,23.062,CCQ2,retrieve Value
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.585,SB100Q3,Find Extremum
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.585,SB100Q3,Find Extremum
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.585,SB100Q3,Find Extremum
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.585,SB100Q3,Find Extremum
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.585,SB100Q3,Find Extremum
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.585,SB100Q3,Find Extremum
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.585,SB100Q3,Find Extremum
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.585,SB100Q3,Find Extremum
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.585,SB100Q3,Find Extremum
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.585,SB100Q3,Find Extremum
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.585,SB100Q3,Find Extremum
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.585,SB100Q3,Find Extremum
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.585,SB100Q3,Find Extremum
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.585,SB100Q3,Find Extremum
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.585,SB100Q3,Find Extremum
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.585,SB100Q3,Find Extremum
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.585,SB100Q3,Find Extremum
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.585,SB100Q3,Find Extremum
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.585,SB100Q3,Find Extremum
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.585,SB100Q3,Find Extremum
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.585,SB100Q3,Find Extremum
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.585,SB100Q3,Find Extremum
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.585,SB100Q3,Find Extremum
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.585,SB100Q3,Find Extremum
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.585,SB100Q3,Find Extremum
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.585,SB100Q3,Find Extremum
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.585,SB100Q3,Find Extremum
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.585,SB100Q3,Find Extremum
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.585,SB100Q3,Find Extremum
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.585,SB100Q3,Find Extremum
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.172,BCQ4,Make Comparisons
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.172,BCQ4,Make Comparisons
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.172,BCQ4,Make Comparisons
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.172,BCQ4,Make Comparisons
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.172,BCQ4,Make Comparisons
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.172,BCQ4,Make Comparisons
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.172,BCQ4,Make Comparisons
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.172,BCQ4,Make Comparisons
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.172,BCQ4,Make Comparisons
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.172,BCQ4,Make Comparisons
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.172,BCQ4,Make Comparisons
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.172,BCQ4,Make Comparisons
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.172,BCQ4,Make Comparisons
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.172,BCQ4,Make Comparisons
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.172,BCQ4,Make Comparisons
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.172,BCQ4,Make Comparisons
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.172,BCQ4,Make Comparisons
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.172,BCQ4,Make Comparisons
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.172,BCQ4,Make Comparisons
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.172,BCQ4,Make Comparisons
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.172,BCQ4,Make Comparisons
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.172,BCQ4,Make Comparisons
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.172,BCQ4,Make Comparisons
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.172,BCQ4,Make Comparisons
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.172,BCQ4,Make Comparisons
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.172,BCQ4,Make Comparisons
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.172,BCQ4,Make Comparisons
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.172,BCQ4,Make Comparisons
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.172,BCQ4,Make Comparisons
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.172,BCQ4,Make Comparisons
5ebf2540dc45b2302a7118f9,30,Behavioural science,Relatively Skilled,"Doctorate degree (For example: PhD, EdD)",I am not colorblind,time,12.057,PCQ2,Find Extremum
5ebf2540dc45b2302a7118f9,30,Behavioural science,Relatively Skilled,"Doctorate degree (For example: PhD, EdD)",I am not colorblind,time,12.057,PCQ2,Find Extremum
5ebf2540dc45b2302a7118f9,30,Behavioural science,Relatively Skilled,"Doctorate degree (For example: PhD, EdD)",I am not colorblind,time,12.057,PCQ2,Find Extremum
5ebf2540dc45b2302a7118f9,30,Behavioural science,Relatively Skilled,"Doctorate degree (For example: PhD, EdD)",I am not colorblind,time,12.057,PCQ2,Find Extremum
5ebf2540dc45b2302a7118f9,30,Behavioural science,Relatively Skilled,"Doctorate degree (For example: PhD, EdD)",I am not colorblind,time,12.057,PCQ2,Find Extremum
5ebf2540dc45b2302a7118f9,30,Behavioural science,Relatively Skilled,"Doctorate degree (For example: PhD, EdD)",I am not colorblind,time,12.057,PCQ2,Find Extremum
5ebf2540dc45b2302a7118f9,30,Behavioural science,Relatively Skilled,"Doctorate degree (For example: PhD, EdD)",I am not colorblind,time,12.057,PCQ2,Find Extremum
5ebf2540dc45b2302a7118f9,30,Behavioural science,Relatively Skilled,"Doctorate degree (For example: PhD, EdD)",I am not colorblind,time,12.057,PCQ2,Find Extremum
5ebf2540dc45b2302a7118f9,30,Behavioural science,Relatively Skilled,"Doctorate degree (For example: PhD, EdD)",I am not colorblind,time,12.057,PCQ2,Find Extremum
5ebf2540dc45b2302a7118f9,30,Behavioural science,Relatively Skilled,"Doctorate degree (For example: PhD, EdD)",I am not colorblind,time,12.057,PCQ2,Find Extremum
5ebf2540dc45b2302a7118f9,30,Behavioural science,Relatively Skilled,"Doctorate degree (For example: PhD, EdD)",I am not colorblind,time,12.057,PCQ2,Find Extremum
5ebf2540dc45b2302a7118f9,30,Behavioural science,Relatively Skilled,"Doctorate degree (For example: PhD, EdD)",I am not colorblind,time,12.057,PCQ2,Find Extremum
5ebf2540dc45b2302a7118f9,30,Behavioural science,Relatively Skilled,"Doctorate degree (For example: PhD, EdD)",I am not colorblind,time,12.057,PCQ2,Find Extremum
5ebf2540dc45b2302a7118f9,30,Behavioural science,Relatively Skilled,"Doctorate degree (For example: PhD, EdD)",I am not colorblind,time,12.057,PCQ2,Find Extremum
5ebf2540dc45b2302a7118f9,30,Behavioural science,Relatively Skilled,"Doctorate degree (For example: PhD, EdD)",I am not colorblind,time,12.057,PCQ2,Find Extremum
5ebf2540dc45b2302a7118f9,30,Behavioural science,Relatively Skilled,"Doctorate degree (For example: PhD, EdD)",I am not colorblind,time,12.057,PCQ2,Find Extremum
5ebf2540dc45b2302a7118f9,30,Behavioural science,Relatively Skilled,"Doctorate degree (For example: PhD, EdD)",I am not colorblind,time,12.057,PCQ2,Find Extremum
5ebf2540dc45b2302a7118f9,30,Behavioural science,Relatively Skilled,"Doctorate degree (For example: PhD, EdD)",I am not colorblind,time,12.057,PCQ2,Find Extremum
5ebf2540dc45b2302a7118f9,30,Behavioural science,Relatively Skilled,"Doctorate degree (For example: PhD, EdD)",I am not colorblind,time,12.057,PCQ2,Find Extremum
5ebf2540dc45b2302a7118f9,30,Behavioural science,Relatively Skilled,"Doctorate degree (For example: PhD, EdD)",I am not colorblind,time,12.057,PCQ2,Find Extremum
5ebf2540dc45b2302a7118f9,30,Behavioural science,Relatively Skilled,"Doctorate degree (For example: PhD, EdD)",I am not colorblind,time,12.057,PCQ2,Find Extremum
5ebf2540dc45b2302a7118f9,30,Behavioural science,Relatively Skilled,"Doctorate degree (For example: PhD, EdD)",I am not colorblind,time,12.057,PCQ2,Find Extremum
5ebf2540dc45b2302a7118f9,30,Behavioural science,Relatively Skilled,"Doctorate degree (For example: PhD, EdD)",I am not colorblind,time,12.057,PCQ2,Find Extremum
5ebf2540dc45b2302a7118f9,30,Behavioural science,Relatively Skilled,"Doctorate degree (For example: PhD, EdD)",I am not colorblind,time,12.057,PCQ2,Find Extremum
5f0b615844c42c2bc9b39df4,33,Accountant,Relatively Skilled,"Master’s degree (For example: MA, MS, MEng, MEd, MSW, MBA)",I am not colorblind,time,35.741,BCQ4,Make Comparisons
5f0b615844c42c2bc9b39df4,33,Accountant,Relatively Skilled,"Master’s degree (For example: MA, MS, MEng, MEd, MSW, MBA)",I am not colorblind,time,35.741,BCQ4,Make Comparisons
5f0b615844c42c2bc9b39df4,33,Accountant,Relatively Skilled,"Master’s degree (For example: MA, MS, MEng, MEd, MSW, MBA)",I am not colorblind,time,35.741,BCQ4,Make Comparisons
5f0b615844c42c2bc9b39df4,33,Accountant,Relatively Skilled,"Master’s degree (For example: MA, MS, MEng, MEd, MSW, MBA)",I am not colorblind,time,35.741,BCQ4,Make Comparisons
5f0b615844c42c2bc9b39df4,33,Accountant,Relatively Skilled,"Master’s degree (For example: MA, MS, MEng, MEd, MSW, MBA)",I am not colorblind,time,35.741,BCQ4,Make Comparisons
