id,age,job,visLiteracy,education,colorblind,measure,value,questionId,task,chart
5fbbde667818f3dc301f6647,27,Programming,Beginner,High school graduate - High school diploma or equivalent (for example: GED),I am not colorblind,accuracy,1,LCQ3,determine range,Line Chart
5fbbde667818f3dc301f6647,27,Programming,Beginner,High school graduate - High school diploma or equivalent (for example: GED),I am not colorblind,time,13.736,LCQ3,determine range,Line Chart
5fbbde667818f3dc301f6647,27,Programming,Beginner,High school graduate - High school diploma or equivalent (for example: GED),I am not colorblind,accuracy,1,LCQ4,find correlations/trends,Line Chart
5fbbde667818f3dc301f6647,27,Programming,Beginner,High school graduate - High school diploma or equivalent (for example: GED),I am not colorblind,time,8.38,LCQ4,find correlations/trends,Line Chart
5fbbde667818f3dc301f6647,27,Programming,Beginner,High school graduate - High school diploma or equivalent (for example: GED),I am not colorblind,accuracy,1,LCQ5,make comparisons,Line Chart
5fbbde667818f3dc301f6647,27,Programming,Beginner,High school graduate - High school diploma or equivalent (for example: GED),I am not colorblind,time,65.519,LCQ5,make comparisons,Line Chart
5fbbde667818f3dc301f6647,27,Programming,Beginner,High school graduate - High school diploma or equivalent (for example: GED),I am not colorblind,accuracy,1,HCQ1,retrieve value,Histogram Chart
5fbbde667818f3dc301f6647,27,Programming,Beginner,High school graduate - High school diploma or equivalent (for example: GED),I am not colorblind,time,19.331,HCQ1,retrieve value,Histogram Chart
5fbbde667818f3dc301f6647,27,Programming,Beginner,High school graduate - High school diploma or equivalent (for example: GED),I am not colorblind,accuracy,1,HCQ2,make comparisons,Histogram Chart
5fbbde667818f3dc301f6647,27,Programming,Beginner,High school graduate - High school diploma or equivalent (for example: GED),I am not colorblind,time,17.822,HCQ2,make comparisons,Histogram Chart
5fbbde667818f3dc301f6647,27,Programming,Beginner,High school graduate - High school diploma or equivalent (for example: GED),I am not colorblind,accuracy,1,HCQ3,find extremum,Histogram Chart
5fbbde667818f3dc301f6647,27,Programming,Beginner,High school graduate - High school diploma or equivalent (for example: GED),I am not colorblind,time,18.363,HCQ3,find extremum,Histogram Chart
5fbbde667818f3dc301f6647,27,Programming,Beginner,High school graduate - High school diploma or equivalent (for example: GED),I am not colorblind,accuracy,1,PCQ1,retrieve value,Pie Chart
5fbbde667818f3dc301f6647,27,Programming,Beginner,High school graduate - High school diploma or equivalent (for example: GED),I am not colorblind,time,4.199,PCQ1,retrieve value,Pie Chart
5fbbde667818f3dc301f6647,27,Programming,Beginner,High school graduate - High school diploma or equivalent (for example: GED),I am not colorblind,accuracy,1,PCQ2,find extremum,Pie Chart
5fbbde667818f3dc301f6647,27,Programming,Beginner,High school graduate - High school diploma or equivalent (for example: GED),I am not colorblind,time,12.569,PCQ2,find extremum,Pie Chart
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,accuracy,1,SPQ1,retrieve value,Scatter Plot
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,13.7,SPQ1,retrieve value,Scatter Plot
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,accuracy,1,SPQ2,find extremum,Scatter Plot
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,8.815,SPQ2,find extremum,Scatter Plot
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,accuracy,0,SPQ3,determine range,Scatter Plot
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,29.991,SPQ3,determine range,Scatter Plot
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,accuracy,1,SPQ4,find clusters,Scatter Plot
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,18.175,SPQ4,find clusters,Scatter Plot
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,accuracy,1,SPQ5,find correlations/trends,Scatter Plot
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,7.86,SPQ5,find correlations/trends,Scatter Plot
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,accuracy,0,BuCQ2,determine range,Bubble Chart
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,9.036,BuCQ2,determine range,Bubble Chart
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,qualCode, E3: Confounding Layout with Data,BuCQ2,determine range,Bubble Chart
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,accuracy,1,BuCQ3,make comparisons,Bubble Chart
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,48.535999999999945,BuCQ3,make comparisons,Bubble Chart
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,accuracy,0,BuCQ4,find correlations/trends,Bubble Chart
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,20.968,BuCQ4,find correlations/trends,Bubble Chart
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,qualCode, Impossible to Answer,BuCQ4,find correlations/trends,Bubble Chart
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,accuracy,0,BuCQ5,find clusters,Bubble Chart
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,16.992,BuCQ5,find clusters,Bubble Chart
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,qualCode, Impossible to Answer,BuCQ5,find clusters,Bubble Chart
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,qualCode, E4: could not visually estimate a derived value,BuCQ5,find clusters,Bubble Chart
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,accuracy,1,BuCQ6,find extremum,Bubble Chart
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,7.148,BuCQ6,find extremum,Bubble Chart
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,accuracy,1,TMQ1,find extremum,Tree Map
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,7.315,TMQ1,find extremum,Tree Map
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,accuracy,1,TMQ2,make comparisons,Tree Map
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,19.984,TMQ2,make comparisons,Tree Map
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,accuracy,1,TMQ3,identify the hierarchical structure,Tree Map
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,6.971,TMQ3,identify the hierarchical structure,Tree Map
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,accuracy,1,PCQ1,retrieve value,Pie Chart
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,51.207,PCQ1,retrieve value,Pie Chart
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,accuracy,0,PCQ2,find extremum,Pie Chart
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,time,9.174,PCQ2,find extremum,Pie Chart
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,qualCode, I'm not sure,PCQ2,find extremum,Pie Chart
60c03680dc5dfe4723659602,20,Data Science,Relatively Skilled,High school graduate - High school diploma or equivalent (for example: GED),I do not know what type,qualCode, T3: Confused by the question.,PCQ2,find extremum,Pie Chart
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,0,BuCQ2,determine range,Bubble Chart
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,18.763,BuCQ2,determine range,Bubble Chart
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,qualCode, E3: Confounding Layout with Data,BuCQ2,determine range,Bubble Chart
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,BuCQ3,make comparisons,Bubble Chart
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,56.28699999999992,BuCQ3,make comparisons,Bubble Chart
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,BuCQ4,find correlations/trends,Bubble Chart
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,22.316,BuCQ4,find correlations/trends,Bubble Chart
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,0,BuCQ5,find clusters,Bubble Chart
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,13.542,BuCQ5,find clusters,Bubble Chart
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,qualCode, Impossible to Answer,BuCQ5,find clusters,Bubble Chart
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,qualCode, E4: could not visually estimate a derived value,BuCQ5,find clusters,Bubble Chart
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,BuCQ6,find extremum,Bubble Chart
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,14.209,BuCQ6,find extremum,Bubble Chart
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,ACQ1,retrieve value,Area Chart
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,15.907,ACQ1,retrieve value,Area Chart
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,ACQ2,find extremum,Area Chart
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,59.586,ACQ2,find extremum,Area Chart
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,ACQ3,determine range,Area Chart
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,36.386,ACQ3,determine range,Area Chart
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,0,ACQ4,find correlations/trends,Area Chart
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,22.315,ACQ4,find correlations/trends,Area Chart
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,CCQ1,find extremum,Choropleth Chart
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,11.0,CCQ1,find extremum,Choropleth Chart
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,CCQ2,retrieve value,Choropleth Chart
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,23.062,CCQ2,retrieve value,Choropleth Chart
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,0,HC2Q1,retrieve value,Histogram Chart 2
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,27.778,HC2Q1,retrieve value,Histogram Chart 2
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,qualCode, D3: Wrong value off of axis  ,HC2Q1,retrieve value,Histogram Chart 2
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,HC2Q2,make comparisons,Histogram Chart 2
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,25.186,HC2Q2,make comparisons,Histogram Chart 2
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,HC2Q3,find extremum,Histogram Chart 2
611176c648be062acf123468,25,language,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,8.519,HC2Q3,find extremum,Histogram Chart 2
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,accuracy,1,LCQ1,retrieve value,Line Chart
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.333,LCQ1,retrieve value,Line Chart
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,accuracy,1,LCQ2,find extremum,Line Chart
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,68.07,LCQ2,find extremum,Line Chart
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,accuracy,1,LCQ3,determine range,Line Chart
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,63.685,LCQ3,determine range,Line Chart
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,accuracy,1,LCQ4,find correlations/trends,Line Chart
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,22.585,LCQ4,find correlations/trends,Line Chart
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,accuracy,1,LCQ5,make comparisons,Line Chart
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,28.284,LCQ5,make comparisons,Line Chart
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,accuracy,1,AC2Q1,retrieve value,Area Chart 2
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,50.519,AC2Q1,retrieve value,Area Chart 2
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,accuracy,1,AC2Q2,find extremum,Area Chart 2
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,70.329,AC2Q2,find extremum,Area Chart 2
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,accuracy,1,AC2Q3,determine range,Area Chart 2
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,110.217,AC2Q3,determine range,Area Chart 2
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,accuracy,1,AC2Q4,find correlations/trends,Area Chart 2
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,37.764,AC2Q4,find correlations/trends,Area Chart 2
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,accuracy,1,TMQ1,find extremum,Tree Map
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,23.804,TMQ1,find extremum,Tree Map
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,accuracy,1,TMQ2,make comparisons,Tree Map
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,20.151,TMQ2,make comparisons,Tree Map
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,accuracy,1,TMQ3,identify the hierarchical structure,Tree Map
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,8.316,TMQ3,identify the hierarchical structure,Tree Map
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,accuracy,1,SB100Q1,retrieve value,Stacked Bar Chart 100
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,46.711,SB100Q1,retrieve value,Stacked Bar Chart 100
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,accuracy,1,SB100Q2,make comparisons,Stacked Bar Chart 100
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,19.833,SB100Q2,make comparisons,Stacked Bar Chart 100
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,accuracy,0,SB100Q3,find extremum,Stacked Bar Chart 100
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,time,18.585,SB100Q3,find extremum,Stacked Bar Chart 100
60db47093e2683c0a02d1541,25,Healthcare,Moderately knowledgeable,"Bachelor’s degree (For example: BA, AB, BS)",I do not know what type,qualCode, E1: Misunderstands the visual encodings,SB100Q3,find extremum,Stacked Bar Chart 100
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,SBQ1,retrieve value,Stacked Bar
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,48.729,SBQ1,retrieve value,Stacked Bar
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,SBQ2,find extremum,Stacked Bar
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,12.591,SBQ2,find extremum,Stacked Bar
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,SBQ3,make comparisons,Stacked Bar
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,19.393,SBQ3,make comparisons,Stacked Bar
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,0,SBQ4,make comparisons,Stacked Bar
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,53.057,SBQ4,make comparisons,Stacked Bar
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,qualCode, I'm not sure,SBQ4,make comparisons,Stacked Bar
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,qualCode, D1: Wrong Data Element (mark) ,SBQ4,make comparisons,Stacked Bar
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,0,SBQ5,retrieve value,Stacked Bar
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,11.581,SBQ5,retrieve value,Stacked Bar
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,qualCode, D3: Wrong value off of axis  ,SBQ5,retrieve value,Stacked Bar
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,BuCQ2,determine range,Bubble Chart
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,26.064,BuCQ2,determine range,Bubble Chart
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,BuCQ3,make comparisons,Bubble Chart
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,80.5920000000001,BuCQ3,make comparisons,Bubble Chart
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,0,BuCQ4,find correlations/trends,Bubble Chart
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,35.1,BuCQ4,find correlations/trends,Bubble Chart
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,qualCode, Realized Mistake when Drawing,BuCQ4,find correlations/trends,Bubble Chart
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,BuCQ5,find clusters,Bubble Chart
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,37.452,BuCQ5,find clusters,Bubble Chart
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,BuCQ6,find extremum,Bubble Chart
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,14.483,BuCQ6,find extremum,Bubble Chart
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,SB100Q1,retrieve value,Stacked Bar Chart 100
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,17.74,SB100Q1,retrieve value,Stacked Bar Chart 100
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,accuracy,1,SB100Q2,make comparisons,Stacked Bar Chart 100
5f18348b01348e0716a1978a,23,biotechnology,Relatively Skilled,"Bachelor’s degree (For example: BA, AB, BS)",I am not colorblind,time,11.523,SB100Q2,make comparisons,Stacked Bar Chart 100
